,zurich,penumbra,compactness,x_ray_class,association
1990-06-06 20:24:00,D,S,O,M,associated
1990-06-09 16:39:00,D,K,I,M,associated
1990-06-10 06:56:00,D,K,I,M,associated
1990-06-10 14:30:00,E,K,I,M,associated
1990-06-10 21:39:00,E,K,C,M,associated
1990-06-11 09:34:00,D,A,I,M,associated
1990-06-11 18:50:00,C,H,O,M,associated
1990-06-12 00:53:00,B,X,O,M,associated
1990-06-12 04:55:00,D,A,I,M,associated
1990-06-13 00:33:00,E,A,I,M,associated
1990-06-29 22:29:00,D,K,I,M,associated
1990-07-01 01:41:00,E,A,I,M,associated
1990-07-04 16:40:00,D,K,O,M,associated
1990-07-04 17:31:00,E,K,I,M,associated
1990-07-05 03:46:00,E,K,I,M,associated
1990-07-08 00:36:00,F,A,O,M,associated
1990-07-12 13:41:00,D,A,O,M,associated
1990-07-30 06:33:00,C,A,O,M,associated
1990-08-01 19:36:00,E,K,O,M,associated
1990-08-08 13:34:00,D,A,I,M,associated
1990-08-08 13:34:00,D,A,O,M,associated
1990-08-13 09:21:00,E,A,I,M,associated
1990-08-13 13:13:00,D,A,I,M,associated
1990-08-17 23:31:00,D,A,I,M,associated
1990-08-21 17:34:00,F,K,C,M,associated
1990-08-24 08:30:00,E,K,I,M,associated
1990-08-24 23:51:00,F,K,O,M,associated
1990-08-26 13:47:00,F,K,I,M,associated
1990-08-26 16:05:00,D,A,O,M,associated
1990-08-27 03:50:00,E,K,I,M,associated
1990-08-27 19:05:00,F,K,I,M,associated
1990-08-27 20:37:00,F,K,I,X,associated
1990-08-28 08:49:00,F,K,C,M,associated
1990-08-28 10:13:00,F,K,C,M,associated
1990-08-28 12:41:00,E,K,I,M,associated
1990-08-28 18:20:00,F,K,C,M,associated
1990-08-28 20:52:00,F,K,C,M,associated
1990-08-29 08:07:00,F,K,I,M,associated
1990-08-29 20:37:00,F,K,C,M,associated
1990-08-30 01:57:00,F,K,C,M,associated
1990-08-30 04:20:00,F,K,C,M,associated
1990-08-30 13:08:00,F,K,C,M,associated
1990-09-03 09:43:00,E,K,O,M,associated
1990-09-04 14:37:00,E,A,O,M,associated
1990-09-14 04:10:00,C,A,O,M,associated
1990-09-14 20:05:00,C,S,O,M,associated
1990-09-17 05:50:00,D,K,O,M,associated
1990-09-17 13:19:00,E,K,I,M,associated
1990-09-17 21:40:00,D,K,I,M,associated
1990-09-22 03:06:00,D,A,O,M,associated
1990-09-25 02:21:00,E,S,O,M,associated
1990-10-09 08:53:00,E,K,I,M,associated
1990-10-11 07:36:00,D,A,I,M,associated
1990-10-21 09:24:00,F,A,O,M,associated
1990-10-22 07:04:00,E,S,O,M,associated
1990-11-04 17:36:00,D,A,I,M,associated
1990-11-05 22:51:00,D,A,O,M,associated
1990-11-06 20:41:00,C,A,O,M,associated
1990-11-08 15:10:00,D,K,O,M,associated
1990-11-11 04:46:00,F,A,O,M,associated
1990-11-16 23:44:00,F,K,O,M,associated
1990-11-17 18:42:00,F,K,I,M,associated
1990-11-17 20:01:00,F,K,I,M,associated
1990-11-17 22:39:00,F,K,I,M,associated
1990-11-18 00:10:00,F,K,I,M,associated
1990-11-19 09:52:00,F,K,I,M,associated
1990-11-19 13:38:00,F,K,I,M,associated
1990-11-20 09:45:00,F,K,I,M,associated
1990-11-24 14:09:00,D,A,O,M,associated
1990-11-24 23:26:00,F,K,I,M,associated
1990-11-25 03:16:00,E,A,I,M,associated
1990-11-25 18:54:00,F,K,I,M,associated
1990-11-25 22:09:00,D,K,O,M,associated
1990-11-26 16:51:00,C,K,I,M,associated
1990-11-26 23:13:00,C,K,O,M,associated
1990-12-03 19:20:00,D,A,O,M,associated
1990-12-04 14:20:00,D,A,O,M,associated
1990-12-05 07:22:00,E,A,O,M,associated
1990-12-07 14:08:00,D,K,I,M,associated
1990-12-09 08:15:00,D,A,O,M,associated
1990-12-09 09:21:00,E,K,O,M,associated
1990-12-11 05:02:00,D,S,O,M,associated
1990-12-11 11:11:00,D,A,O,M,associated
1990-12-11 22:57:00,D,S,O,M,associated
1990-12-12 03:24:00,D,A,I,M,associated
1990-12-12 06:25:00,D,A,I,M,associated
1990-12-12 07:55:00,D,A,I,M,associated
1990-12-12 10:58:00,C,A,O,M,associated
1990-12-12 14:13:00,C,S,O,M,associated
1990-12-13 13:44:00,D,K,I,M,associated
1990-12-14 13:39:00,F,K,O,M,associated
1990-12-17 06:26:00,F,K,I,M,associated
1990-12-18 10:29:00,D,K,C,M,associated
1990-12-18 20:36:00,D,K,C,M,associated
1990-12-19 04:03:00,D,K,I,M,associated
1990-12-19 14:51:00,F,K,I,M,associated
1990-12-20 07:05:00,D,K,I,M,associated
1990-12-20 20:34:00,F,K,O,M,associated
1990-12-21 16:08:00,F,A,I,M,associated
1990-12-22 15:44:00,F,K,O,M,associated
1990-12-22 21:52:00,E,A,O,M,associated
1990-12-22 23:12:00,D,A,O,M,associated
1990-12-22 23:57:00,E,A,O,M,associated
1990-12-23 09:43:00,F,K,O,X,associated
1990-12-24 13:22:00,E,A,O,M,associated
1990-12-24 22:32:00,E,A,O,M,associated
1990-12-24 22:32:00,F,S,O,M,associated
1990-12-26 11:33:00,D,A,O,M,associated
1990-12-26 13:55:00,D,A,O,X,associated
1990-12-30 13:13:00,E,A,I,M,associated
1990-12-30 14:47:00,E,A,I,M,associated
1990-12-30 18:29:00,E,A,I,M,associated
1991-01-08 06:23:00,D,A,O,M,associated
1991-01-08 11:24:00,D,A,O,M,associated
1991-01-10 05:10:00,F,K,O,M,associated
1991-01-11 08:51:00,F,K,I,M,associated
1991-01-11 15:21:00,F,K,O,M,associated
1991-01-11 18:17:00,F,K,O,M,associated
1991-01-17 14:57:00,D,A,O,M,associated
1991-01-18 00:46:00,D,A,O,M,associated
1991-01-18 04:14:00,E,A,I,M,associated
1991-01-21 00:20:00,E,K,O,M,associated
1991-01-22 05:46:00,D,A,I,M,associated
1991-01-22 15:22:00,F,K,O,M,associated
1991-01-22 19:34:00,C,S,O,M,associated
1991-01-25 06:30:00,D,A,O,X,associated
1991-01-25 10:39:00,E,K,O,M,associated
1991-01-25 13:17:00,E,K,O,M,associated
1991-01-27 14:40:00,E,H,O,X,associated
1991-01-28 12:40:00,E,K,O,M,associated
1991-01-28 17:51:00,E,K,C,M,associated
1991-01-28 19:50:00,E,K,C,M,associated
1991-01-29 09:46:00,E,K,C,M,associated
1991-01-30 08:49:00,D,A,I,X,associated
1991-01-30 13:50:00,E,K,C,M,associated
1991-01-30 14:07:00,D,K,I,M,associated
1991-01-30 17:56:00,F,A,I,M,associated
1991-01-30 22:17:00,F,A,I,M,associated
1991-02-01 06:06:00,F,K,C,M,associated
1991-02-02 07:05:00,F,K,I,M,associated
1991-02-02 08:15:00,E,H,O,M,associated
1991-02-02 13:18:00,E,K,I,M,associated
1991-02-02 13:39:00,D,A,O,M,associated
1991-02-02 22:24:00,E,K,I,M,associated
1991-02-02 22:24:00,F,K,I,M,associated
1991-02-03 08:42:00,E,K,I,M,associated
1991-02-03 09:15:00,E,K,I,M,associated
1991-02-03 10:51:00,E,K,I,M,associated
1991-02-03 21:58:00,F,K,I,M,associated
1991-02-04 10:47:00,E,K,O,M,associated
1991-02-04 15:51:00,C,A,I,M,associated
1991-02-04 18:28:00,D,A,O,M,associated
1991-02-06 04:12:00,E,K,I,M,associated
1991-02-06 07:49:00,C,K,O,M,associated
1991-02-06 14:49:00,F,K,I,M,associated
1991-02-06 21:30:00,D,K,O,M,associated
1991-02-07 14:56:00,C,A,O,M,associated
1991-02-07 21:14:00,D,K,I,M,associated
1991-02-11 01:06:00,D,K,I,M,associated
1991-02-14 12:31:00,D,A,O,M,associated
1991-02-18 06:33:00,D,K,O,M,associated
1991-02-18 22:01:00,D,K,I,M,associated
1991-02-19 18:13:00,B,X,O,M,associated
1991-02-23 16:25:00,C,S,O,M,associated
1991-02-25 08:09:00,D,A,O,X,associated
1991-02-25 16:01:00,C,A,O,M,associated
1991-03-04 17:43:00,B,X,O,M,associated
1991-03-05 09:10:00,D,A,O,X,associated
1991-03-05 17:16:00,C,A,O,X,associated
1991-03-05 23:26:00,E,K,O,M,associated
1991-03-06 07:40:00,F,K,O,M,associated
1991-03-06 22:46:00,E,K,I,M,associated
1991-03-07 09:27:00,E,K,O,M,associated
1991-03-07 13:36:00,F,K,I,M,associated
1991-03-07 14:03:00,F,K,I,M,associated
1991-03-07 17:16:00,D,A,I,M,associated
1991-03-07 20:39:00,F,A,I,M,associated
1991-03-07 23:14:00,F,K,I,X,associated
1991-03-08 01:41:00,F,K,I,M,associated
1991-03-08 11:33:00,F,K,I,M,associated
1991-03-08 20:20:00,F,A,I,X,associated
1991-03-09 12:43:00,F,K,I,M,associated
1991-03-09 14:11:00,F,K,I,M,associated
1991-03-09 21:37:00,F,K,I,M,associated
1991-03-11 07:34:00,F,K,I,M,associated
1991-03-12 12:28:00,D,K,I,X,associated
1991-03-13 07:30:00,E,K,I,M,associated
1991-03-13 08:00:00,E,K,I,X,associated
1991-03-13 15:28:00,E,K,C,X,associated
1991-03-14 17:36:00,E,K,C,M,associated
1991-03-14 18:12:00,E,K,C,X,associated
1991-03-15 22:33:00,F,K,I,M,associated
1991-03-16 10:52:00,F,K,I,M,associated
1991-03-16 18:01:00,F,K,I,M,associated
1991-03-16 20:46:00,F,A,O,M,associated
1991-03-16 21:44:00,F,K,I,M,associated
1991-03-17 09:26:00,E,A,O,M,associated
1991-03-17 14:35:00,E,S,O,M,associated
1991-03-17 20:54:00,F,K,I,X,associated
1991-03-18 21:38:00,F,K,I,M,associated
1991-03-18 22:11:00,F,K,I,M,associated
1991-03-18 23:03:00,F,K,I,M,associated
1991-03-21 00:36:00,F,K,I,M,associated
1991-03-21 10:29:00,F,K,I,M,associated
1991-03-21 12:14:00,F,K,I,M,associated
1991-03-21 15:03:00,F,K,I,M,associated
1991-03-21 20:20:00,F,K,I,X,associated
1991-03-21 23:37:00,F,K,I,M,associated
1991-03-22 11:44:00,F,K,C,M,associated
1991-03-22 22:43:00,F,K,I,X,associated
1991-03-23 10:46:00,F,A,O,M,associated
1991-03-23 11:13:00,D,A,O,M,associated
1991-03-23 12:29:00,F,K,C,M,associated
1991-03-23 18:53:00,F,K,C,M,associated
1991-03-23 19:17:00,F,K,C,M,associated
1991-03-23 22:02:00,F,K,C,M,associated
1991-03-24 00:55:00,B,X,O,M,associated
1991-03-24 02:39:00,E,A,O,M,associated
1991-03-24 02:39:00,F,A,I,M,associated
1991-03-24 13:57:00,F,K,C,M,associated
1991-03-24 19:38:00,F,K,O,M,associated
1991-03-25 00:08:00,F,K,I,X,associated
1991-03-25 05:27:00,F,K,C,M,associated
1991-03-25 07:58:00,F,K,C,X,associated
1991-03-26 16:14:00,F,K,C,M,associated
1991-03-27 22:02:00,F,K,I,M,associated
1991-03-29 06:42:00,F,K,I,X,associated
1991-03-30 02:59:00,F,K,I,M,associated
1991-03-31 08:12:00,D,A,O,M,associated
1991-04-02 22:51:00,E,A,O,M,associated
1991-04-09 18:27:00,D,S,O,M,associated
1991-04-10 03:23:00,C,A,O,M,associated
1991-04-10 15:13:00,D,A,O,M,associated
1991-04-10 20:17:00,E,K,I,M,associated
1991-04-11 08:23:00,E,A,I,M,associated
1991-04-12 00:42:00,E,A,O,M,associated
1991-04-12 04:21:00,C,A,O,M,associated
1991-04-12 04:40:00,C,A,O,M,associated
1991-04-14 03:15:00,E,A,O,M,associated
1991-04-14 13:04:00,C,K,O,M,associated
1991-04-15 09:23:00,E,K,O,M,associated
1991-04-15 14:28:00,F,K,O,M,associated
1991-04-15 15:44:00,E,K,O,M,associated
1991-04-15 19:01:00,E,S,I,M,associated
1991-04-16 00:58:00,F,K,I,M,associated
1991-04-16 03:06:00,D,K,O,M,associated
1991-04-16 05:04:00,F,K,I,M,associated
1991-04-16 06:03:00,D,K,O,M,associated
1991-04-16 08:14:00,D,K,O,M,associated
1991-04-16 11:39:00,E,K,O,M,associated
1991-04-16 13:20:00,E,K,I,M,associated
1991-04-16 15:58:00,E,K,I,M,associated
1991-04-16 22:36:00,E,K,O,M,associated
1991-04-16 23:37:00,E,K,O,M,associated
1991-04-17 06:39:00,F,K,O,M,associated
1991-04-20 08:27:00,E,K,I,X,associated
1991-04-28 07:46:00,E,A,I,M,associated
1991-05-05 20:23:00,F,K,I,M,associated
1991-05-07 00:01:00,E,K,O,M,associated
1991-05-07 09:58:00,E,K,C,M,associated
1991-05-10 19:44:00,D,K,C,M,associated
1991-05-11 13:21:00,E,K,O,M,associated
1991-05-11 15:19:00,D,K,C,M,associated
1991-05-11 19:54:00,D,K,C,M,associated
1991-05-12 17:07:00,D,A,I,M,associated
1991-05-16 06:35:00,D,K,C,M,associated
1991-05-17 09:03:00,D,K,O,M,associated
1991-05-19 13:44:00,E,S,I,M,associated
1991-05-27 01:42:00,E,K,I,M,associated
1991-06-01 11:44:00,E,A,O,M,associated
1991-06-02 13:53:00,D,K,C,M,associated
1991-06-02 20:27:00,D,K,C,M,associated
1991-06-03 20:51:00,E,K,O,M,associated
1991-06-04 03:37:00,D,K,C,X,associated
1991-06-04 20:10:00,E,K,C,M,associated
1991-06-04 23:48:00,D,H,O,M,associated
1991-06-05 17:27:00,D,K,C,M,associated
1991-06-05 18:43:00,C,K,O,M,associated
1991-06-06 00:54:00,E,K,C,X,associated
1991-06-06 04:28:00,C,K,I,M,associated
1991-06-06 07:05:00,C,A,O,M,associated
1991-06-06 07:50:00,C,S,O,M,associated
1991-06-06 17:31:00,C,A,C,M,associated
1991-06-07 00:13:00,D,H,O,M,associated
1991-06-07 06:13:00,D,A,O,M,associated
1991-06-07 07:05:00,D,A,I,M,associated
1991-06-09 01:37:00,F,K,C,X,associated
1991-06-09 05:48:00,F,K,C,M,associated
1991-06-09 09:45:00,F,K,C,M,associated
1991-06-09 13:00:00,E,K,C,M,associated
1991-06-09 20:04:00,E,K,C,M,associated
1991-06-10 10:57:00,E,K,C,M,associated
1991-06-10 13:53:00,F,K,C,M,associated
1991-06-11 11:57:00,F,K,O,M,associated
1991-06-11 17:30:00,F,K,C,M,associated
1991-06-11 20:05:00,E,K,C,M,associated
1991-06-12 17:43:00,E,K,C,M,associated
1991-06-12 21:14:00,E,K,C,M,associated
1991-06-13 04:20:00,E,K,C,M,associated
1991-06-13 09:29:00,E,K,C,M,associated
1991-06-13 17:40:00,E,K,C,M,associated
1991-06-14 04:19:00,E,K,C,M,associated
1991-06-14 05:23:00,E,K,C,M,associated
1991-06-15 06:33:00,E,K,C,X,associated
1991-06-15 20:52:00,D,S,O,M,associated
1991-06-17 01:32:00,C,A,O,M,associated
1991-06-17 08:09:00,C,A,O,M,associated
1991-06-20 04:56:00,D,A,O,M,associated
1991-06-21 02:59:00,D,A,O,M,associated
1991-06-23 18:56:00,E,A,O,M,associated
1991-06-28 10:45:00,E,K,I,M,associated
1991-06-30 02:43:00,E,K,I,M,associated
1991-06-30 15:29:00,E,A,O,M,associated
1991-07-01 20:14:00,E,K,O,M,associated
1991-07-02 19:35:00,F,A,I,M,associated
1991-07-02 21:37:00,F,A,I,M,associated
1991-07-03 01:37:00,E,A,O,M,associated
1991-07-03 05:14:00,D,A,I,M,associated
1991-07-05 06:04:00,H,A,I,M,associated
1991-07-05 08:35:00,F,A,I,M,associated
1991-07-05 10:16:00,D,A,I,M,associated
1991-07-05 23:06:00,F,A,O,M,associated
1991-07-06 08:43:00,E,A,O,M,associated
1991-07-07 01:20:00,E,A,I,X,associated
1991-07-09 14:56:00,F,A,O,M,associated
1991-07-10 11:59:00,F,K,O,M,associated
1991-07-14 03:08:00,F,K,O,M,associated
1991-07-14 03:41:00,D,A,O,M,associated
1991-07-14 07:34:00,F,K,O,M,associated
1991-07-17 06:18:00,D,A,O,X,associated
1991-07-17 21:04:00,D,A,O,M,associated
1991-07-19 17:23:00,E,A,I,M,associated
1991-07-22 09:46:00,E,K,O,X,associated
1991-07-30 07:06:00,D,K,O,M,associated
1991-07-31 00:46:00,D,A,O,X,associated
1991-07-31 22:48:00,D,K,I,M,associated
1991-08-01 14:47:00,E,K,I,M,associated
1991-08-01 15:10:00,D,A,O,M,associated
1991-08-02 03:07:00,E,K,I,X,associated
1991-08-03 01:21:00,E,K,I,M,associated
1991-08-03 03:25:00,E,K,I,M,associated
1991-08-03 18:57:00,E,K,I,M,associated
1991-08-03 22:26:00,E,K,O,M,associated
1991-08-04 18:09:00,E,K,I,M,associated
1991-08-05 05:24:00,F,K,I,M,associated
1991-08-06 04:36:00,F,K,I,M,associated
1991-08-07 19:01:00,D,S,O,M,associated
1991-08-16 06:11:00,E,A,I,M,associated
1991-08-17 00:21:00,E,A,I,M,associated
1991-08-18 12:48:00,B,X,I,M,associated
1991-08-18 12:48:00,E,S,I,M,associated
1991-08-20 12:04:00,E,H,I,M,associated
1991-08-22 05:48:00,C,K,O,M,associated
1991-08-22 22:27:00,C,K,O,M,associated
1991-08-24 00:32:00,C,K,O,M,associated
1991-08-24 16:36:00,E,K,C,M,associated
1991-08-25 05:04:00,F,K,I,M,associated
1991-08-25 09:18:00,E,K,I,M,associated
1991-08-25 18:18:00,B,X,O,M,associated
1991-08-25 23:20:00,D,A,O,M,associated
1991-08-26 05:42:00,D,S,O,M,associated
1991-08-26 05:42:00,D,K,I,M,associated
1991-08-30 01:14:00,D,K,O,M,associated
1991-08-31 01:50:00,F,A,I,M,associated
1991-09-04 20:23:00,D,K,O,M,associated
1991-09-05 01:04:00,D,A,I,M,associated
1991-09-05 05:24:00,D,A,I,M,associated
1991-09-05 12:01:00,D,A,O,M,associated
1991-09-05 21:21:00,D,K,I,M,associated
1991-09-07 06:29:00,E,K,I,M,associated
1991-09-07 09:40:00,E,K,I,M,associated
1991-09-07 12:33:00,E,K,I,M,associated
1991-09-07 18:21:00,E,K,I,M,associated
1991-09-07 19:11:00,E,K,I,X,associated
1991-09-08 09:06:00,E,K,I,X,associated
1991-09-08 11:28:00,D,A,I,M,associated
1991-09-09 05:55:00,F,K,I,M,associated
1991-09-09 05:55:00,B,X,O,M,associated
1991-09-17 19:00:00,D,A,O,M,associated
1991-09-23 17:57:00,D,S,O,M,associated
1991-09-24 07:51:00,D,A,O,M,associated
1991-09-26 06:20:00,D,A,O,M,associated
1991-09-26 12:24:00,D,A,O,M,associated
1991-09-26 20:42:00,D,A,O,M,associated
1991-09-29 15:13:00,D,S,I,M,associated
1991-09-30 22:33:00,F,K,C,M,associated
1991-10-01 06:10:00,E,A,I,M,associated
1991-10-01 10:40:00,F,K,I,M,associated
1991-10-01 22:28:00,F,K,I,M,associated
1991-10-03 01:41:00,E,H,I,M,associated
1991-10-03 06:07:00,F,K,I,M,associated
1991-10-03 23:59:00,E,K,I,M,associated
1991-10-04 09:33:00,F,H,O,M,associated
1991-10-04 19:24:00,D,A,O,M,associated
1991-10-05 10:24:00,F,K,C,M,associated
1991-10-13 18:10:00,C,A,O,M,associated
1991-10-13 20:10:00,C,A,O,M,associated
1991-10-13 21:12:00,C,A,O,M,associated
1991-10-14 17:34:00,E,A,O,M,associated
1991-10-15 07:00:00,E,A,O,M,associated
1991-10-22 18:28:00,D,K,O,M,associated
1991-10-24 00:38:00,F,K,C,M,associated
1991-10-24 01:21:00,D,A,O,M,associated
1991-10-24 02:37:00,F,K,C,X,associated
1991-10-24 06:28:00,F,K,C,M,associated
1991-10-24 09:46:00,F,K,C,M,associated
1991-10-24 11:07:00,F,K,C,M,associated
1991-10-24 16:48:00,E,A,I,M,associated
1991-10-24 16:54:00,F,K,C,M,associated
1991-10-24 21:56:00,F,K,C,M,associated
1991-10-25 07:44:00,E,K,I,M,associated
1991-10-25 10:44:00,F,K,I,M,associated
1991-10-25 17:08:00,F,K,C,M,associated
1991-10-26 00:15:00,F,K,C,M,associated
1991-10-26 11:02:00,F,K,I,M,associated
1991-10-26 18:53:00,F,K,C,X,associated
1991-10-27 00:24:00,F,K,I,M,associated
1991-10-27 12:33:00,F,K,C,M,associated
1991-10-28 01:04:00,F,K,O,M,associated
1991-10-28 15:25:00,F,K,C,M,associated
1991-10-28 15:57:00,F,K,C,M,associated
1991-10-28 17:39:00,F,K,C,M,associated
1991-10-28 20:23:00,F,K,C,M,associated
1991-10-29 17:40:00,F,K,C,M,associated
1991-10-29 21:19:00,F,K,C,M,associated
1991-10-30 06:11:00,F,K,C,X,associated
1991-10-30 19:13:00,F,K,C,M,associated
1991-11-01 20:27:00,F,K,I,M,associated
1991-11-02 06:27:00,F,K,C,M,associated
1991-11-02 11:27:00,E,A,I,M,associated
1991-11-02 16:19:00,F,K,I,M,associated
1991-11-05 22:05:00,D,K,I,M,associated
1991-11-06 19:24:00,E,K,I,M,associated
1991-11-06 22:51:00,D,K,O,M,associated
1991-11-08 17:11:00,E,K,I,M,associated
1991-11-09 15:32:00,E,A,O,X,associated
1991-11-09 20:52:00,F,K,O,M,associated
1991-11-10 01:14:00,D,K,I,M,associated
1991-11-10 20:16:00,C,K,O,M,associated
1991-11-11 19:42:00,D,K,I,M,associated
1991-11-15 22:34:00,F,K,O,X,associated
1991-11-17 01:54:00,E,S,I,M,associated
1991-11-17 18:31:00,E,S,O,M,associated
1991-11-18 10:41:00,F,K,O,M,associated
1991-11-20 00:54:00,D,S,O,M,associated
1991-11-30 19:25:00,D,S,O,M,associated
1991-12-01 02:04:00,D,A,O,M,associated
1991-12-03 16:34:00,F,K,I,X,associated
1991-12-04 11:38:00,E,K,C,M,associated
1991-12-04 18:02:00,E,H,I,M,associated
1991-12-08 00:13:00,D,K,C,M,associated
1991-12-08 00:39:00,E,K,O,M,associated
1991-12-08 14:57:00,E,A,C,M,associated
1991-12-08 15:58:00,E,A,C,M,associated
1991-12-08 16:37:00,E,K,O,M,associated
1991-12-08 20:13:00,E,K,I,M,associated
1991-12-08 20:40:00,C,S,O,M,associated
1991-12-08 23:08:00,E,K,I,M,associated
1991-12-09 13:41:00,E,K,I,M,associated
1991-12-09 14:28:00,E,K,I,M,associated
1991-12-09 18:50:00,D,H,O,M,associated
1991-12-09 19:49:00,C,S,O,M,associated
1991-12-09 23:45:00,D,H,O,M,associated
1991-12-10 07:23:00,E,K,I,M,associated
1991-12-10 07:51:00,D,A,O,M,associated
1991-12-11 15:05:00,E,K,O,M,associated
1991-12-11 21:02:00,F,A,I,M,associated
1991-12-12 17:04:00,F,A,I,M,associated
1991-12-14 07:02:00,F,A,I,M,associated
1991-12-15 14:21:00,E,K,I,M,associated
1991-12-15 18:29:00,C,A,O,M,associated
1991-12-16 19:22:00,E,K,I,M,associated
1991-12-17 06:19:00,C,R,O,M,associated
1991-12-17 06:19:00,C,R,O,M,associated
1991-12-19 07:47:00,F,K,O,M,associated
1991-12-20 14:00:00,D,K,I,X,associated
1991-12-22 16:49:00,F,K,C,M,associated
1991-12-23 11:52:00,D,K,I,M,associated
1991-12-24 10:13:00,D,K,I,X,associated
1991-12-24 16:14:00,F,K,O,M,associated
1991-12-25 12:55:00,F,K,C,M,associated
1991-12-25 14:37:00,D,K,C,M,associated
1991-12-26 07:29:00,D,K,I,M,associated
1991-12-26 09:21:00,F,K,C,M,associated
1991-12-26 21:37:00,F,K,I,M,associated
1991-12-27 17:12:00,D,K,I,M,associated
1991-12-28 21:08:00,D,K,C,M,associated
1991-12-28 21:48:00,D,K,C,M,associated
1991-12-30 09:53:00,F,K,I,M,associated
1991-12-30 12:15:00,F,K,I,M,associated
1991-12-31 15:37:00,F,K,I,M,associated
1992-01-01 03:03:00,F,K,O,M,associated
1992-01-01 03:23:00,F,A,O,M,associated
1992-01-01 03:42:00,E,A,O,M,associated
1992-01-01 11:18:00,E,A,O,M,associated
1992-01-01 19:58:00,F,A,I,M,associated
1992-01-01 20:11:00,F,K,O,M,associated
1992-01-02 12:20:00,E,A,I,M,associated
1992-01-02 21:42:00,E,A,O,M,associated
1992-01-03 08:53:00,E,A,I,M,associated
1992-01-03 16:25:00,E,K,I,M,associated
1992-01-03 19:05:00,E,K,I,M,associated
1992-01-03 21:35:00,E,K,I,M,associated
1992-01-03 22:20:00,E,K,I,M,associated
1992-01-04 03:01:00,E,K,I,M,associated
1992-01-04 05:30:00,E,K,I,M,associated
1992-01-04 18:31:00,F,K,O,M,associated
1992-01-05 13:16:00,E,K,I,M,associated
1992-01-05 20:22:00,F,K,C,M,associated
1992-01-07 04:03:00,F,K,C,M,associated
1992-01-07 15:03:00,F,K,I,M,associated
1992-01-08 07:52:00,F,K,C,M,associated
1992-01-09 12:41:00,F,K,I,M,associated
1992-01-13 17:23:00,C,A,O,M,associated
1992-01-14 19:35:00,B,X,O,M,associated
1992-01-15 18:49:00,C,A,O,M,associated
1992-01-21 19:36:00,C,K,O,M,associated
1992-01-25 23:49:00,E,K,O,M,associated
1992-01-26 15:23:00,B,X,O,X,associated
1992-01-30 09:35:00,E,K,I,M,associated
1992-01-30 13:59:00,C,S,O,M,associated
1992-01-30 16:56:00,D,S,I,M,associated
1992-01-30 19:35:00,E,H,I,M,associated
1992-01-31 19:12:00,F,K,I,M,associated
1992-02-02 08:59:00,F,K,I,M,associated
1992-02-02 14:37:00,E,K,O,M,associated
1992-02-02 22:46:00,F,K,I,M,associated
1992-02-03 06:58:00,F,K,I,M,associated
1992-02-03 09:59:00,F,K,I,M,associated
1992-02-05 13:16:00,F,K,O,M,associated
1992-02-05 20:15:00,C,A,O,M,associated
1992-02-06 09:28:00,F,K,I,M,associated
1992-02-06 13:36:00,C,A,O,M,associated
1992-02-06 18:55:00,F,K,I,M,associated
1992-02-07 11:40:00,C,K,O,M,associated
1992-02-09 05:34:00,D,R,O,M,associated
1992-02-11 04:23:00,C,K,O,M,associated
1992-02-14 13:58:00,D,K,C,M,associated
1992-02-14 23:08:00,F,K,I,M,associated
1992-02-15 08:35:00,D,K,C,M,associated
1992-02-15 21:30:00,E,K,I,M,associated
1992-02-16 03:44:00,D,K,I,M,associated
1992-02-16 12:32:00,E,K,I,X,associated
1992-02-16 15:38:00,E,K,C,M,associated
1992-02-17 00:22:00,F,K,I,M,associated
1992-02-17 15:42:00,C,S,O,M,associated
1992-02-18 08:45:00,D,A,O,M,associated
1992-02-18 13:18:00,F,K,I,M,associated
1992-02-18 14:45:00,D,S,O,M,associated
1992-02-19 15:34:00,D,K,O,M,associated
1992-02-20 17:50:00,E,K,I,M,associated
1992-02-21 02:20:00,C,A,O,M,associated
1992-02-21 21:55:00,C,K,O,M,associated
1992-02-24 23:16:00,E,K,I,M,associated
1992-02-26 23:05:00,E,K,I,M,associated
1992-02-29 20:33:00,C,S,O,M,associated
1992-03-08 00:33:00,D,S,O,M,associated
1992-03-08 17:06:00,D,A,O,M,associated
1992-03-31 14:15:00,D,K,I,M,associated
1992-04-17 23:03:00,D,A,O,M,associated
1992-04-20 05:19:00,E,K,I,M,associated
1992-04-24 12:45:00,D,A,O,M,associated
1992-04-24 18:43:00,C,K,O,M,associated
1992-05-03 08:51:00,D,S,I,M,associated
1992-05-04 11:22:00,E,A,I,M,associated
1992-05-08 15:37:00,D,A,I,M,associated
1992-06-08 08:54:00,D,A,I,M,associated
1992-06-25 17:49:00,E,K,C,M,associated
1992-06-25 19:47:00,D,K,C,X,associated
1992-06-26 03:59:00,D,K,C,M,associated
1992-07-05 19:58:00,D,S,O,M,associated
1992-07-05 22:10:00,D,K,I,M,associated
1992-07-05 23:39:00,D,K,I,M,associated
1992-07-06 01:47:00,D,K,I,M,associated
1992-07-07 11:20:00,D,A,I,M,associated
1992-07-08 09:45:00,E,K,C,X,associated
1992-07-14 10:34:00,C,A,O,M,associated
1992-07-14 12:18:00,F,K,I,M,associated
1992-07-16 16:56:00,F,A,I,M,associated
1992-07-18 02:43:00,B,X,O,M,associated
1992-08-02 23:11:00,D,K,O,M,associated
1992-08-03 06:29:00,E,K,O,M,associated
